headline,abstract,desk,locations,word_count,snippet,source,subjects,url,section,date,type,id
8 TAIWAN DISSIDENTS GO ON TRIAL TODAY; Accused of Sedition in Connection With Anti-Government Rioting in Kaohsiung on Dec. 10 Kennedy Sees Ties Endangered Links With New York Group,"8 Taiwan dissidents, accused of sedition in connection with anti-Government rioting in Kaohsiung in Dec '79, go on trial; 7 of defendants are accused of collaborating through Formosa magazine with New York-based Taiwan independence group, World United Formosans for Independence (M)",,"TAIWAN, TAIWAN",675,"TAIPEI, Taiwan, March 17 A year ago a financially strapped would-be politician from Taiwan traveled from Japan into China to arrange an illicit business deal that he hoped would net him a quick fortune.",The New York Times,NEWS AND NEWS MEDIA,http://query.nytimes.com/gst/abstract.html?res=980DE7DD1238E732A2575BC1A9659C94619FD6CF,,2/10/1980,Article,4fc4a76445c1498b0dac0c4e
"Salvadoran, Denying Repression, Accuses Leftists","Jose Antonio Morales Ehrlich, a Christian Democratic member of ruling junta, says 'leftists who provoke violence in search of martyrs' are to blame for rising casualty toll; denies Government is repressive, response to charges by Amnesty International that a campaign of repression is under way against leftists; judges say that at least 60 people died in clashes triggered by leftist calls for 24-hour protest strike against Government policies- San Salvador appears to have returned to normal, but National Guard and police patrols are in streets; strike won only partial support from labor, student and peasant organizations; force of 150 soldiers that besieged National University with aid of armored cars withdraws (M)",,"SALVADOR, EL",492,"SAN SALVADOR, March 18 (UPI) A member of El Salvador's ruling junta said today that ""leftists who provoke violence in search of martyrs"" were to blame for the rising casualty toll from clashes that swept the nation yesterday.",The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9502E1DD1238E732A2575AC1A9659C94619FD6CF,,2/11/1980,Article,4fc4a76245c1498b0dac0958
Colombia Stands Firm on Refusal To Release Prisoners to Guerrillas,Colombian Government firmly rejects demands that it release prisoners; Foreign Min Diego Uribe Vargas says so-called political prisoners are actually 'common criminals' (S),,COLOMBIA,450,"BOGOTA, Colombia, March 18 The Colombian Government tonight firmly rejected demands chat it release prisoners in exchange for diplomatic hostages ...",The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9F03E1DD1238E732A2575AC1A9659C94619FD6CF,,2/12/1980,Article,4fc499b945c1498b0da84cbe
Guatemala Appears to Take a Hard Line as Unrest Grows; Army Pays 'Quota in Blood' Opposition Leaders Slain,,,,803,"GUATEMALA, March 14 Alarmed by unrest in neighboring El Salvador, Guatemala's Government appears to be stepping up its campaign against both left-of-center politicians and peasants who sympathize with the country's Marxist guerrillas.",The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9C0CE3DC1238E732A25753C2A9659C94619FD6CF,,2/13/1980,Article,4fc4a51d45c1498b0dab641f
"The Nation; In Summary U.S., Bonn Raise The Hurdles for Afghan Invasion Discrimination Suit Hits Home Firemen's Strike In Second Round Double Whammy For an Old Pol Fallout Clams Get New Support",,,,1324,,The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9A07E7DC1238E432A25750C2A9659C94619FD6CF,,2/14/1980,Article,4fc4a45745c1498b0dab2dc7
GUATEMALANS ASSAIL U.S. ON RIGHTS POLICY; Conservatives Blame Washington for Growing Leftist Unrest in Central American Region No Clear U.S. Policy Incident at Embassy Publicized,"conservatives inside and outside Guatemala's army-backed Government have expressed mounting irritation with US, apparently blaming Carter Administration's human-rights policy; many fear that US may pressure Government of Gen Romeo Lucas Garcia to relax its campaign against opposition groups and pave way for a leftist takeover; many Guatemalans would prefer Administration to stop interfering in their internal affairs; believe their deteriorating situation is 'imported' from Nicaragua and El Salvador, where they say Carter's human-rights policy encouraged left and threatened established regimes (M)",,GUATEMALA,778,"GUATEMALA--""I wish the Americans would just leave us alone,"" a Guatemalan businessman said. ""If we want to kill each other off, it's our business. The United States has no right to interfere.""",The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9501EEDE1238E432A25750C2A9659C94619FD6CF,,2/15/1980,Article,4fc499b445c1498b0da846aa
THE STRAINS OF A STRING QUARTET,"Cleveland Quartet: Linda Blandford article on careers and personal lives of Cleveland Quartet members Donald and Vivian Weilerstein, Peter Salaff and Paul Katz; illus (L)",,,4419,"Cleveland Quartet: Linda Blandford article on careers and personal lives of Cleveland Quartet members Donald and Vivian Weilerstein, Peter Salaff and Paul Katz; illus (L)",The New York Times,"MUSIC, ORCHESTRAS AND OTHER MUSIC GROUPS",http://query.nytimes.com/gst/abstract.html?res=9500E1DC1238E432A25750C2A9659C94619FD6CF,,2/16/1980,Article,4fc4a60f45c1498b0dabaa7c
"Montazeri, Partner of Khomeini, Emerging as Heir to His Position; Strong Line Echoes Khomeini's Montazeri, a Partner of Khomeini, Is Emerging as His Likely Successor Theological School Backs Him","Ayatollah Montazeri, who spent 6 years in prison for opposing Shah, is emerging as probable successor to Ayatollah Khomeini as religious leader of Iran; question of successor is important because of concern over Khomeini's health; Montazeri was only official besides Khomeini and Pres Bani-Sadr to deliver messages at official Persian New Year ceremonies; his position on issues are similar to Khomeini's; Montazeri succeeded Ayatollah Mahmoud Taleghani as leading Ayatollah of Teheran; Montazeri illustration (M)",,IRAN,1101,"TEHERAN, Iran, March 22--Ayatollah Hussein Ali Montazeri, who spent six years in prison for opposing the Shah, is emerging as the probable successor to Ayatollah Ruhollah Khomeini as the Faghi, or religious leader of the nation.",The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9904EEDE1238E432A25750C2A9659C94619FD6CF,,2/17/1980,Front Page,4fc499b745c1498b0da84a6f
JAIL INMATES SEIZE HOSTAGES IN NEWARK; One Guard Is Seriously Wounded --He and Another Are Freed Hostages Seized and Guard Is Shot As Inmates Take Over Newark Jail TV Newsmen Negotiate 'He's the Main Trouble',More than 100 prisoners in Essex County Jail seize 7 hostages and take control of 2 floors of institution; guard James Dubose is released by inmates after being shot and critically wounded during takeover; 2d guard Carmine Blasi is also released; inmates threaten to hurl some of hostages out 10th floor window; negotiating team headed by Essex County Executive Peter Shapiro meets with rebellious inmates; no inmate demands are publicized; illus; map (M),,NEW JERSEY,879,"NEWARK, March 25--More than 100 inmates seized seven hostages, and took control of two floors of the Essex County Jail today. Officials said a prisoner shot and seriously wounded a guard, who was freed by his captors so he could obtain medical...",The New York Times,PRISONS AND PRISONERS,http://query.nytimes.com/gst/abstract.html?res=9F01E7D81238E432A25755C2A9659C94619FD6CF,,2/18/1980,Front Page,4fc4a82345c1498b0dac43fe
Taiwan Trial: Open Debate; Hearing for 8 Dissidents May Become Milestone News Analysis Sharp Change From the Past Complaints of Abuse Reported,illus of bodies being placed on aircraft for trip to US (S),,TAIWAN,950,"TAIPEI, Taiwan, March 30--It may not turn out to have been a fair trial. But, as the longest, most open military tribunal on Taiwan in 30 years, it may turn out to be a landmark in the maturation of free political discussion and debate.",The New York Times,"AIRLINES, ACCIDENTS AND SAFETY, BOXING, AMATEUR",http://query.nytimes.com/gst/abstract.html?res=9903E1D61238E432A25752C3A9659C94619FD6CF,,2/19/1980,Article,4fc4a3a045c1498b0dab076a
World News Briefs; 20 Peasants in Paraguay Reported Killed in Unrest I.L.O. Says Female Workers Face Wide Discrimination 19 Hurt in Riot in England After Police Raid Club,"At least 19 Bristol, England, police officers are injured during 6-hour riot by about 450 young blacks over police raid on club in city's red-light district; widespread looting is reported (S)",,PARAGUAY,527,"At least 19 Bristol, England, police officers are injured during 6-hour riot by about 450 young blacks over police raid on club in city's red-light district; widespread looting is reported (S)",The New York Times,"LABOR, PROSTITUTION",http://query.nytimes.com/gst/abstract.html?res=9A02E3D91238E732A25750C0A9629C94619FD6CF,,2/20/1980,Article,4fc4a2a245c1498b0daac728
"2,000 Who Want to Leave Cuba Crowd Peru's Embassy in Havana; Three-Month-Long Dispute 2,000 WANT ASYLUM AT EMBASSY IN CUBA Boulders in Front of Gates Cubans Explain Their Position Peru Complains to Cuba U.S. Describes Policy","State Dept official says US will grant visas only to those Cubans who meet conditions of America's immigration laws; says US has a special program under which political prisoners are granted entry visas, and some of those now in Peruvian Embassy, Havana, may qualify; Immigration and Naturalization Service representative says that Cubans can apply for refugee status if they can get to US (M)",,"CUBA, CUBA, CUBA",1141,"HAVANA, April 5--More than 2,000 people jammed onto the grounds of the Peruvian Embassy here today saying that they wanted to leave the country. At nightfall, people were still climbing in, ...",The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9506EFD9143BE732A25755C0A9629C94619FD6CF,,2/21/1980,Front Page,4fc4a35f45c1498b0daaf405
"The World; In Summary El Salvador Tilts Further Toward Full Civil War More Hostages Freed in Bogota A Bitter Strike, A Bitter Future Assad Has Good Reason to Worry Cuba Dissidents Head for Exits",,,,1314,,The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9E01E0D8143BE732A25755C0A9629C94619FD6CF,,2/22/1980,Article,4fc499b045c1498b0da84270
Guerrillas at Embassy in Colombia Release 3 Captives,guerrillas free 3 more hostages; still hold Asencio (M),,COLOMBIA,259,"BOGOTA, Colombia, April 6 (AP)  Guerrillas occupying the Dominican Republic Embassy here freed three more hostages today but still hold 20 others captive, including the American Ambassador, Diego C. Asencio.",The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9A0DE7D71238E732A25754C0A9629C94619FD6CF,,2/23/1980,Article,4fc499b945c1498b0da84d1c
LAWE STILL DEFIANT; Won't Order T.W.U. Back 2d Union's Chiefs Call for a Return Amalgamated Ordered Back 2 Transit Unions Fined $1 Million For Defying Injunction in Strike The 1966 Strike Recalled,"Monteleone fines TWU, Amalgamated Transit Union and their NYC locals $1 million and warns of even harsher fines if their leaders do not instruct members to end strike; Lawe says he will not tell men to return to work until he received 'reasonable' wage settlement; David V Maroney Jr, ATU president, directs members to report for work, noting that strike was never sanctioned by parent union; Mayor Koch expresses pleasure that no prison sentences were imposed; spokesmen for NYS Senate majority leader Warren M Anderson and Assembly Speaker Stanley Fink hold it unlikely that Legislature will grant strikers amnesty from Taylor Law penalties; courtroom sketch (M)",,NEW YORK CITY,1353,New York City's striking transit unions were fined a total of $1 million yesterday for the first eight days of the walkout and were ordered to return to work at once by a justice in State Supreme Court in Brooklyn.,The New York Times,"TRANSIT SYSTEMS, LABOR",http://query.nytimes.com/gst/abstract.html?res=9F0CEED71238E732A2575AC0A9629C94619FD6CF,,2/24/1980,Front Page,4fc4a26545c1498b0daabf34
Tolbert Rope From Typist to President; Authorized Opposition Party,Liberian students occupy NYC Consulate and Mission to UN following political coup and subsequent assassination of Pres William R Tolbert; illus (M),,"LIBERIA, LIBERIA, LIBERIA, LIBERIA, LIBERIA",941,"When William R. Tolbert Jr. became President of Liberia on July 23, 1971, succeeding the late William V.S. Tubman, he was virtually unknown outside his country, having served for 20 years in the largely ceremonial Vice Presidency.",The New York Times,DELEGATES OF MEMBER NATIONS,http://query.nytimes.com/gst/abstract.html?res=9F01E2DD1239E232A25750C1A9629C94619FD6CF,,2/25/1980,Article,4fc4a46245c1498b0dab3b77
"TOLBERT OF LIBERIA IS KILLED IN A COUP LED BY A SERGEANT; Army Officer, 28, Assumes Control --Says Aim Is to Overcome Problem of 'Corruption' Army Council Takes Reins Liberian Leader Killed in Coup by Army Enlisted Men Political Views Uncertain President Since 1971 U.S. Says Americans Are Safe No Reports of Harm by Firestone Tolbert's Aide in U.S.","Tolbert, William R Jr (Pres)",,LIBERIA,1131,"MONROVIA, Liberia, April 12--Army enlisted men, charging ""rampant corruption"" in Liberia, staged a predawn coup today in which President William R. Tolbert Jr. was killed and replaced as head of state by a 28-year-old sergeant.",The New York Times,DEATHS,http://query.nytimes.com/gst/abstract.html?res=9500E3DD1239E232A25750C1A9629C94619FD6CF,,2/26/1980,Front Page,4fc4a81d45c1498b0dac3f86
"Rights Group, Reporting Torture In Colombia, Asks Curb on Army; State of Siege Noted","Amnesty International informs Colombian authorities that it has reached 'unequivocal conclusion that political prisoners are systematically tortured by Colombian military personnel'; recommends that Colombian Government 'strictly limit' powers of nation's military and police forces; occupation of Dominican Republic's Embassy, Bogota, continues, with guerrillas who seized it rejecting plan for release of 18 diplomatic hostages, among them US Ambassador Diego C Asencio; guerrilla spokesmen reportedly spurn offer of $2.2 million in ransom, saying $5 million and other concessions must be given (M)",,COLOMBIA,375,"BOGOTA, Colombia, April 16 (UPI)-- Amnesty International has informed Colombian authorities that it has reached the ""unequivocal conclusion that political prisoners were systematically tortured by Colombian military personnel."" It recommended that...",The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9905E0D6143BE732A25754C1A9629C94619FD6CF,,2/27/1980,Article,4fc4a46045c1498b0dab38db
Sergeant Doe's Liberia,"Editorial scores executions; urges Pres Doe, now that coup is complete, to focus on running country",,LIBERIA,301,"Not content with the murder of his predecessor, Liberia's new President, Samuel K. Doe, has now proceeded with the execution of, at last count, 13 former ministers and officials of the deposed regime. He seems not old enough at 28 to know that...",The New York Times,,http://query.nytimes.com/gst/abstract.html?res=9A00E4DD153BE732A25757C2A9629C94619FD6CF,,4/24/1980,Editorial,4fc4a45e45c1498b0dab3671
